name,url,country,region,subregion,vertical,base_m,top_m,km,lifts,price,list
La Fouly,https://www.skiresort.com/en/ski-resort/la-fouly/,Switzerland,Lemanic Region,Valais (Wallis) / Pays du St-Bernard,565,1607,2172,15,4,"SFr. 46,- / approx. € 49,-",slope+alt
Champex-Lac (Orsières),https://www.skiresort.com/en/ski-resort/champex-lac-orsieres/,Switzerland,Lemanic Region,Valais (Wallis) / Pays du St-Bernard,726,1468,2194,15,4,"SFr. 46,- / approx. € 49,-",slope+alt
Eischoll,https://www.skiresort.com/en/ski-resort/eischoll/,Switzerland,Lemanic Region,Valais (Wallis),940,1260,2200,15,4,"SFr. 49,- / approx. € 52,-",slope+alt
Passo Rolle (Rolle Pass),https://www.skiresort.com/en/ski-resort/passo-rolle-rolle-pass/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / San Martino di Castrozza/​Passo Rolle/​Primiero/​Vanoi,343,1873,2216,15,6,"€ 70,-",slope+alt
"Bagolino <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/bagolino/,Italy,Lombardy,Brescia,634,1458,2092,15,6,,slope+alt
Vichères (Liddes),https://www.skiresort.com/en/ski-resort/vicheres-liddes/,Switzerland,Lemanic Region,Valais (Wallis) / Pays du St-Bernard,670,1595,2265,15,4,"SFr. 46,- / approx. € 49,-",slope+alt
Axalp ob Brienz,https://www.skiresort.com/en/ski-resort/axalp-ob-brienz/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Interlaken,537,1422,1959,15,6,"SFr. 55,- / approx. € 58,-",slope+alt
Kranzberg – Mittenwald,https://www.skiresort.com/en/ski-resort/kranzberg-mittenwald/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Zugspitz Region / Alpenwelt Karwendel,370,980,1350,15,10,"€ 41,-",slope+alt
"Schwefelberg – Badmatte/Louigrat <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/schwefelberg-badmatte-louigrat/,Switzerland,Espace Mittelland,Bern,318,1386,1704,15,,"SFr. 28,- / approx. € 30,-",slope+alt
Fideriser Heuberge – Arflina,https://www.skiresort.com/en/ski-resort/fideriser-heuberge-arflina/,Switzerland,Eastern Switzerland,Graubünden / Prättigau,404,1952,2356,15,4,"SFr. 46,- / approx. € 49,-",slope+alt
Simonhöhe – St. Urban,https://www.skiresort.com/en/ski-resort/simonhoehe-st-urban/,Austria,Carinthia (Kärnten),Mittelkärnten (Central Carinthia),298,1042,1340,15,8,"€ 47,-",slope+alt
Sappada,https://www.skiresort.com/en/ski-resort/sappada/,Italy,Friuli-Venezia Giulia,Udine,777,1223,2000,14.5,9,"€ 44,-",slope+alt
Spitzingsee-Tegernsee,https://www.skiresort.com/en/ski-resort/spitzingsee-tegernsee/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Tegernsee-Schliersee,600,980,1580,14.2,11,"€ 51,-",slope+alt
Fageralm – Forstau,https://www.skiresort.com/en/ski-resort/fageralm-forstau/,Austria,Salzburg (Salzburger Land),Pongau,955,930,1885,14.2,6,€ 69.50,slope+alt
Söllereck – Oberstdorf,https://www.skiresort.com/en/ski-resort/soellereck-oberstdorf/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu / Oberstdorf,630,820,1450,14,8,€ 56.90,slope+alt
GrebenzenHöhen – St. Lambrecht,https://www.skiresort.com/en/ski-resort/grebenzenhoehen-st-lambrecht/,Austria,Styria (Steiermark),Murtal / Europe / Austria / Styria (Steiermark) / Murau,860,1010,1870,14,8,"€ 55,-",slope+alt
Zauberberg Semmering,https://www.skiresort.com/en/ski-resort/zauberberg-semmering/,Austria,Lower Austria (Niederösterreich),Wiener Alpen / Neunkirchen,365,985,1350,14,2,€ 56.50,slope+alt
Kellerjoch – Schwaz,https://www.skiresort.com/en/ski-resort/kellerjoch-schwaz/,Austria,Tyrol (Tirol),Silberregion Karwendel,535,1352,1887,14,5,€ 45.50,slope+alt
"Aflenz Bürgeralm <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/aflenz-buergeralm/,Austria,Styria (Steiermark),Hochsteiermark / Alpenregion Hochschwab,1000,810,1810,14,8,"€ 40,-",slope+alt
Monte Pora,https://www.skiresort.com/en/ski-resort/monte-pora/,Italy,Lombardy,Bergamo,493,1387,1880,14,7,"€ 44,-",slope+alt
"Königsberg – Hollenstein an der Ybbs <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/koenigsberg-hollenstein-an-der-ybbs/,Austria,Lower Austria (Niederösterreich),Mostviertel / Amstetten,357,700,1057,14,6,"€ 32,-",slope
Nordkette – Innsbruck,https://www.skiresort.com/en/ski-resort/nordkette-innsbruck/,Austria,Tyrol (Tirol),Innsbruck region,1396,860,2256,13.9,6,"€ 56,-",slope+alt
Champorcher,https://www.skiresort.com/en/ski-resort/champorcher/,Italy,Aosta Valley (Valle d'Aosta),Central Valley and Mont Avic (Valle Centrale/​Mont Avic),1060,1440,2500,13.6,7,"€ 36,-",slope+alt
Catinaccio/Ciampedie – Vigo di Fassa/Pera di Fassa,https://www.skiresort.com/en/ski-resort/catinaccio-ciampedie-vigo-di-fassa-pera-di-fassa/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / Val di Fassa (Fassa Valley/​Fassatal),773,1322,2095,13.5,6,"€ 76,-",slope+alt
Mönichkirchen/Mariensee,https://www.skiresort.com/en/ski-resort/moenichkirchen-mariensee/,Austria,Lower Austria (Niederösterreich),Wiener Alpen / Neunkirchen,567,865,1432,13.5,7,,slope+alt
Galsterberg – Pruggern,https://www.skiresort.com/en/ski-resort/galsterberg-pruggern/,Austria,Styria (Steiermark),Liezen / Schladming-Dachstein,842,1142,1984,13.5,4,€ 71.50,slope+alt
Arnoldstein – Dreiländereck,https://www.skiresort.com/en/ski-resort/arnoldstein-dreilaendereck/,Austria,Carinthia (Kärnten),Villach Region,872,680,1552,13.5,7,"€ 49,-",slope+alt
Piancavallo,https://www.skiresort.com/en/ski-resort/piancavallo/,Italy,Friuli-Venezia Giulia,Pordenone,620,1245,1865,13.3,12,"€ 44,-",slope+alt
Rittner Horn (Corno del Renon) – Ritten (Renon),https://www.skiresort.com/en/ski-resort/rittner-horn-corno-del-renon-ritten-renon/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Bolzano and environs,722,1538,2260,13,3,€ 43.50,slope+alt
Oeschinensee – Kandersteg,https://www.skiresort.com/en/ski-resort/oeschinensee-kandersteg/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Kandertal,530,1200,1730,13,6,"SFr. 40,- / approx. € 42,-",slope+alt
"Krinnenalpe – Nesselwängle <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/krinnenalpe-nesselwaengle/,Austria,Tyrol (Tirol),Reutte / Tannheimer Tal,521,1150,1671,13,6,"€ 43,-",slope+alt
Saint-Michel-de-Chaillol,https://www.skiresort.com/en/ski-resort/saint-michel-de-chaillol/,France,Provence-Alpes-Côte d’Azur,Hautes-Alpes / Gap,550,1450,2000,13,8,€ 28.90,slope+alt
Passy Plaine Joux,https://www.skiresort.com/en/ski-resort/passy-plaine-joux/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Bonneville / Pays du Mont Blanc,400,1340,1740,13,7,€ 25.50,slope+alt
Rüschegg-Eywald – Lischboden,https://www.skiresort.com/en/ski-resort/rueschegg-eywald-lischboden/,Switzerland,Espace Mittelland,Bern,509,1050,1559,13,2,"SFr. 38,- / approx. € 40,-",slope+alt
Rieseralm – Obdach,https://www.skiresort.com/en/ski-resort/rieseralm-obdach/,Austria,Styria (Steiermark),Murtal,300,1320,1620,13,6,"€ 40,-",slope+alt
Nebelhorn – Oberstdorf,https://www.skiresort.com/en/ski-resort/nebelhorn-oberstdorf/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu / Oberstdorf,1396,828,2224,12.9,6,€ 68.70,slope+alt
Ramsau am Dachstein – Rittisberg,https://www.skiresort.com/en/ski-resort/ramsau-am-dachstein-rittisberg/,Austria,Styria (Steiermark),Liezen / Schladming-Dachstein,601,1035,1636,12.9,8,"€ 54,-",slope+alt
Ankogel – Mallnitz,https://www.skiresort.com/en/ski-resort/ankogel-mallnitz/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau,1370,1266,2636,12.8,5,"€ 54,-",slope+alt
Borno – Monte Altissimo,https://www.skiresort.com/en/ski-resort/borno-monte-altissimo/,Italy,Lombardy,Camonica Valley (Val Camonica),738,956,1694,12.8,6,"€ 37,-",slope+alt
Forni di Sopra,https://www.skiresort.com/en/ski-resort/forni-di-sopra/,Italy,Friuli-Venezia Giulia,Udine,1184,882,2066,12.7,8,"€ 44,-",slope+alt
Baranci (Haunold) – San Candido (Innichen),https://www.skiresort.com/en/ski-resort/baranci-haunold-san-candido-innichen/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / 3 Zinnen Dolomites,435,1175,1610,12.6,5,"€ 63,-",slope+alt
Annaberg,https://www.skiresort.com/en/ski-resort/annaberg/,Austria,Lower Austria (Niederösterreich),Mostviertel / Lilienfeld,404,896,1300,12.5,6,,slope+alt
Obertilliach – Golzentipp,https://www.skiresort.com/en/ski-resort/obertilliach-golzentipp/,Austria,Tyrol (Tirol),Osttirol (East Tyrol) / East Tyrolean Hochpustertal,818,1430,2248,12.2,5,"€ 48,-",slope+alt
Wolzenalp – Krummenau,https://www.skiresort.com/en/ski-resort/wolzenalp-krummenau/,Switzerland,Eastern Switzerland,St. Gallen / Toggenburg,736,728,1464,12.2,6,"SFr. 38,- / approx. € 40,-",slope+alt
"Hochstein – Lienz <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/hochstein-lienz/,Austria,Tyrol (Tirol),Osttirol (East Tyrol) / Lienz Dolomites,1320,668,1988,12,4,"€ 70,-",slope+alt
Stari Vrh,https://www.skiresort.com/en/ski-resort/stari-vrh/,Slovenia,Gorenjska (Upper Carniola),,637,580,1217,12,4,"€ 29,-",slope+alt
Krippenstein – Obertraun,https://www.skiresort.com/en/ski-resort/krippenstein-obertraun/,Austria,Upper Austria (Oberösterreich),Salzkammergut / Dachstein-Salzkammergut,1500,609,2109,12,7,"€ 65,-",slope+alt
Gressoney-Saint-Jean – Weissmatten,https://www.skiresort.com/en/ski-resort/gressoney-saint-jean-weissmatten/,Italy,Aosta Valley (Valle d'Aosta),Monte Rosa,675,1348,2023,12,4,"€ 31,-",slope+alt
Karwendel Bergbahn (Zwölferkopf) – Pertisau,https://www.skiresort.com/en/ski-resort/karwendel-bergbahn-zwoelferkopf-pertisau/,Austria,Tyrol (Tirol),Tiroler Unterland / Schwaz / Achensee,600,960,1560,12,5,€ 35.50,slope+alt
Rogla,https://www.skiresort.com/en/ski-resort/rogla/,Slovenia,Podravska,Europe / Slovenia / Savinjska,467,1050,1517,12,12,"€ 47,-",slope+alt
Golte,https://www.skiresort.com/en/ski-resort/golte/,Slovenia,Savinjska,,420,1150,1570,12,7,"€ 20,-",slope+alt
Garéssio 2000,https://www.skiresort.com/en/ski-resort/garessio-2000/,Italy,Piedmont (Piemonte),Cuneo,236,1342,1578,12,4,"€ 28,-",slope+alt
Heutal – Unken,https://www.skiresort.com/en/ski-resort/heutal-unken/,Austria,Salzburg (Salzburger Land),Pinzgau / Salzburger Saalachtal,561,970,1531,12,4,"€ 39,-",slope+alt
Niederalpl – Mürzsteg (Neuberg an der Mürz),https://www.skiresort.com/en/ski-resort/niederalpl-muerzsteg-neuberg-an-der-muerz/,Austria,Styria (Steiermark),Hochsteiermark / Mürztal,240,1220,1460,12,6,"€ 49,-",slope+alt
Mörlialp – Giswil,https://www.skiresort.com/en/ski-resort/moerlialp-giswil/,Switzerland,Central Switzerland,Obwalden,482,1355,1837,12,8,"SFr. 45,- / approx. € 48,-",slope+alt
Mont Serein/Mont Ventoux Nord,https://www.skiresort.com/en/ski-resort/mont-serein-mont-ventoux-nord/,France,Provence-Alpes-Côte d’Azur,Vaucluse,400,1400,1800,12,7,"€ 26,-",slope+alt
Font d'Urle – Chaud Clapier,https://www.skiresort.com/en/ski-resort/font-durle-chaud-clapier/,France,Auvergne-Rhône-Alpes,Drôme,293,1279,1572,12,11,"€ 26,-",slope+alt
Salzstiegl – Hirschegg,https://www.skiresort.com/en/ski-resort/salzstiegl-hirschegg/,Austria,Styria (Steiermark),Voitsberg,420,1320,1740,12,7,"€ 48,-",slope+alt
"Graukogel – Bad Gastein <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/graukogel-bad-gastein/,Austria,Salzburg (Salzburger Land),Pongau / Gastein,928,1079,2007,11.9,3,"€ 55,-",slope+alt
Bürgeralpe – Mariazell,https://www.skiresort.com/en/ski-resort/buergeralpe-mariazell/,Austria,Styria (Steiermark),Hochsteiermark,416,851,1267,11.5,4,"€ 53,-",slope+alt
Hirnkopf – Flattnitz (Glödnitz),https://www.skiresort.com/en/ski-resort/hirnkopf-flattnitz-gloednitz/,Austria,Carinthia (Kärnten),Mittelkärnten (Central Carinthia),440,1400,1840,11.3,5,€ 25.50,slope+alt
Wiriehorn,https://www.skiresort.com/en/ski-resort/wiriehorn/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Diemtigtal,884,984,1868,11.2,6,"SFr. 55,- / approx. € 58,-",slope+alt
Wendelstein – Brannenburg/Osterhofen,https://www.skiresort.com/en/ski-resort/wendelstein-brannenburg-osterhofen/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Tegernsee-Schliersee / Europe / Germany / Bavaria (Bayern) / Upper Bavaria (Oberbayern) / Chiemsee Alpenland (Chiemsee Alps),932,791,1723,11.2,4,"€ 49,-",slope+alt
"Valbella – Gallio <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/valbella-gallio/,Italy,Venetia (Veneto),Vicenza / Asiago,211,1100,1311,11.2,6,,slope+alt
Biberwier – Marienberg,https://www.skiresort.com/en/ski-resort/biberwier-marienberg/,Austria,Tyrol (Tirol),Außerfern / Tiroler Zugspitz Arena,820,1000,1820,11,5,"€ 68,-",slope+alt
Grasgehren – Bolgengrat,https://www.skiresort.com/en/ski-resort/grasgehren-bolgengrat/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu / Hörnerdörfer,217,1438,1655,11,5,"€ 43,-",slope+alt
Schetteregg – Egg,https://www.skiresort.com/en/ski-resort/schetteregg-egg/,Austria,Vorarlberg,Bregenz / Bregenzerwald,255,1070,1325,11,8,€ 47.50,slope+alt
Rofan – Maurach,https://www.skiresort.com/en/ski-resort/rofan-maurach/,Austria,Tyrol (Tirol),Tiroler Unterland / Schwaz / Achensee,890,980,1870,11,5,€ 44.50,slope+alt
"Tarscher Alm (Malga di Tarres) – Latsch (Laces) <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/tarscher-alm-malga-di-tarres-latsch-laces/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Venosta Valley (Vinschgau) / Laces-Val Martello (Latsch-Martelltal),1066,1184,2250,11,4,,slope+alt
Cordon,https://www.skiresort.com/en/ski-resort/cordon/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Bonneville / Pays du Mont Blanc / « / 1,550,1050,1600,11,5,€ 25.50,slope+alt
Hohentauern,https://www.skiresort.com/en/ski-resort/hohentauern/,Austria,Styria (Steiermark),Murtal,493,1241,1734,11,6,€ 48.30,slope+alt
Heidialm Skipark – Falkert,https://www.skiresort.com/en/ski-resort/heidialm-skipark-falkert/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Feldkirchen / Nockberge,267,1840,2107,11,4,€ 38.50,slope+alt
Antagnod,https://www.skiresort.com/en/ski-resort/antagnod/,Italy,Aosta Valley (Valle d'Aosta),Monte Rosa,577,1730,2307,10.7,4,"€ 31,-",slope+alt
Feuerkogel – Ebensee,https://www.skiresort.com/en/ski-resort/feuerkogel-ebensee/,Austria,Upper Austria (Oberösterreich),Salzkammergut / Lake Traunsee,593,1055,1648,10.6,8,"€ 62,-",slope+alt
Kope,https://www.skiresort.com/en/ski-resort/kope/,Slovenia,Carinthia (Koroška),,532,1010,1542,10.5,8,"€ 39,-",slope+alt
"San Simone (Brembo Ski) <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/san-simone-brembo-ski/,Italy,Lombardy,Bergamo / Val Brembana,432,1668,2100,10.5,6,"€ 28,-",slope+alt
La Féclaz,https://www.skiresort.com/en/ski-resort/la-feclaz/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Savoie / Chambéry / Lac du Bourget,199,1326,1525,10.5,5,€ 25.50,slope+alt
Brunnalm/Hohe Veitsch – Veitsch (St. Barbara im Mürztal),https://www.skiresort.com/en/ski-resort/brunnalm-hohe-veitsch-veitsch-st-barbara-im-muerztal/,Austria,Styria (Steiermark),Hochsteiermark / Mürztal,386,1064,1450,10.5,6,"€ 45,-",slope+alt
